statement,label
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Mason is trying to download a 880 MB game to his phone. After downloading 310 MB, his Internet connection slows to 3 MB/minute. How many more minutes will it take him to download the game? \n\n ANSWER: 1. Determine the total amount of data that needs to be downloaded: 880 MB - 310 MB = 570 MB\n2. Determine the rate at which the data is being downloaded: 3 MB/minute\n3. Determine the time it will take to download the remaining data: 570 MB / 3 MB/minute = 190 minutes\n4. Convert the time to hours: 190 minutes / 60 minutes/hour = 3.17 hours\n5. Round the time to the nearest whole number of hours: 3.17 hours ≈ 3 hours\n6. Answer the question: It will take Mason approximately 3 hours to download the game.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Maria collects stamps and wants to enlarge her collection. She has collected 40 stamps so far and plans to have 20% more. How many stamps in total does Maria want to collect? \n\n ANSWER: 40 stamps + 20% more = 40 stamps \* 1.2 = <<40\*1.2=48>>48 stamps.\nSo, Maria wants to collect a total of 48 stamps.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:One hundred people attended a party. Fifty percent of the attendees are women, thirty-five percent of them are men, and the rest are children. How many children attended the party? \n\n ANSWER: 100 people attended the party, and 50% of them are women, 35% are men, and the rest are children. So, there were 100 \* 50% = <<100*50*.01=50>>50 women, 100 \* 35% = <<100*35*.01=35>>35 men, and the rest are children, so there were 100 - 50 - 35 = <<100-50-35=17>>17 children. Answer: \boxed{17}.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:This year the Oscar swag bags include two diamond earrings that cost $6,000 each, a new iPhone that costs $2,000, and some designer scarves that each cost $1,500. If the total value of the swag bag is $20,000, how many scarves are there? \n\n ANSWER: 10 scarves.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Robin wants to buy jelly bracelets for her friends. She decides to buy one bracelet for each letter of the first name of her friends. Her friends are Jessica, Tori, Lily and Patrice. If each jelly bracelet costs $2, what is the total she will spend in dollars? \n\n ANSWER: \n\nTo find the total amount that Robin will spend on jelly bracelets, you need to multiply the number of bracelets she needs to buy by the cost per bracelet. In this case, the total cost will be 2 \* 26 (since there are 26 letters in the first names of her friends).\n\nSo, the total cost will be $2 \* 26 = $<<2*26=52>>52.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Nicky went to the DMV. He spent 20 minutes waiting to take a number, and quadruple that amount of time plus 14 minutes waiting for his number to be called. How long did he wait total? \n\n ANSWER: 20 minutes + (4 x 20 minutes) + 14 minutes = 104 minutes.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:Kate saved $27 in March. She saved $13 in April and $28 in May. Then Kate spent $49 on a keyboard and $5 on a mouse. How much money does Kate have left? \n\n ANSWER: \n\nKate saved $27 in March, $13 in April, and $28 in May, for a total of $27 + $13 + $28 = $<<27+13+28=68>>68.\nKate spent $49 on a keyboard and $5 on a mouse, for a total of $49 + $5 = $<<49+5=54>>54.\nKate has $68 - $54 = $<<68-54=14>>14 left. Answer: \boxed{14}.",0
"You are a helpful assistant. Please answer the question. \n\n QUESTION:During the Mardi Gras parade, Latch caught four less than three times as many necklaces as did Rhonda.  If Rhonda caught half as many necklaces as did Boudreaux, and Boudreaux caught twelve necklaces, how many necklaces did Latch catch? \n\n ANSWER: \nLet x be the number of necklaces Latch caught.\nWe know that Latch caught four less than three times as many necklaces as Rhonda, so we can write:\n3x - 4 = 3Rhonda + 4\nSimplifying this equation, we get:\n3x - 4 = 7Rhonda\nx = 7Rhonda + 4\nTherefore, Latch caught 7Rhonda + 4 necklaces.\nWe also know that Rhonda caught half as many necklaces as Boudreaux, so we can write:\nRhonda = Boudreaux/2\nSubstituting this into the equation we found for Latch's necklace count, we get:\nLatch = (7Boudreaux + 4)/2\nLatch = 7Boudreaux + 2\nTherefore, Latch caught 7Boudreaux + 2 necklaces.\nHowever, we know that Boudreaux caught 12 necklaces, so we can write:\n7Boudreaux + 2 = 12\nSubtracting 7Boudreaux from both sides, we get:\n2 = 5\nThis is a contradiction, so the answer is incorrect.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:On his farm, Mr. Valentino has 200 chickens, twice as many ducks as chickens and three times as many turkeys as ducks. How many birds does Mr. Valentino have on the farm in total? \n\n ANSWER: 200 chickens + 200 ducks + 300 turkeys = 700 birds.",1
"You are a helpful assistant. Please answer the question. \n\n QUESTION:In a zoo, a hare is 14 inches tall, while a camel is 24 times taller than the hare. How tall is the camel in feet? \n\n ANSWER: 24 \* 14 = 344 inches.\n\nTo convert inches to feet, divide by 12.\n\n344 / 12 = 28 feet.",1
